gap_id,exit_time_replay,exit_time_native,exit_raw_price_replay,exit_raw_price_native,identity
300437.SZ|2021-01-29,2021-02-23 09:30:00,2021-02-23 09:30:00,8.13000011444,8.13000011444,True
300462.SZ|2021-02-01,2021-03-04 09:36:00,2021-03-04 09:36:00,16.44,16.44,True
300842.SZ|2021-02-01,2021-03-10 11:00:00,2021-03-10 11:00:00,52.04,52.04,True
601633.SH|2021-02-23,2021-04-02 10:32:00,2021-04-02 10:32:00,34.82,34.82,True
002695.SZ|2021-03-09,2021-03-29 09:30:00,2021-03-29 09:30:00,20.6000003815,20.6000003815,True
002456.SZ|2021-03-17,2021-04-08 10:02:00,2021-04-08 10:02:00,8.96,8.96,True
300677.SZ|2021-03-16,2021-04-09 11:26:00,2021-04-09 11:26:00,182.46,182.46,True
300246.SZ|2021-04-28,2021-06-17 09:30:00,2021-06-17 09:30:00,18.2900009155,18.2900009155,True
601933.SH|2021-04-30,2021-05-26 09:37:00,2021-05-26 09:37:00,5.78,5.78,True
603338.SH|2021-04-30,2021-06-22 09:30:00,2021-06-22 09:30:00,58.7999992371,58.7999992371,True
300206.SZ|2021-07-15,2021-08-03 10:10:00,2021-08-03 10:10:00,13.75,13.75,True
002661.SZ|2021-07-16,2021-08-31 09:30:00,2021-08-31 09:30:00,10.279999733,10.279999733,True
002987.SZ|2021-07-15,2021-08-19 09:59:00,2021-08-19 09:59:00,28.29,28.29,True
603363.SH|2021-07-19,2021-08-09 09:37:00,2021-08-09 09:37:00,8.72000026703,8.72000026703,True
002970.SZ|2021-10-18,2021-11-05 10:04:00,2021-11-05 10:04:00,35.94,35.94,True
603444.SH|2021-10-15,2021-11-05 10:33:00,2021-11-05 10:33:00,370.08,370.08,True
300464.SZ|2021-10-19,2021-11-15 10:28:00,2021-11-15 10:28:00,8.15,8.15,True
300003.SZ|2021-10-29,2021-12-15 09:30:00,2021-12-15 09:30:00,21.7800006866,21.7800006866,True
002727.SZ|2022-03-15,2022-05-06 09:30:00,2022-05-06 09:30:00,19.8400001526,19.8400001526,True
002585.SZ|2022-03-28,2022-05-24 09:30:00,2022-05-24 09:30:00,14.8599996567,14.8599996567,True
300305.SZ|2022-04-11,2022-05-19 11:27:00,2022-05-19 11:27:00,12,12,True
600893.SH|2022-04-11,2022-05-05 10:12:00,2022-05-05 10:12:00,39.23,39.23,True
002202.SZ|2022-04-15,2022-05-19 10:55:00,2022-05-19 10:55:00,11.94,11.94,True
002243.SZ|2022-04-15,2022-05-16 09:30:00,2022-05-16 09:30:00,9.26000022888,9.26000022888,True
002331.SZ|2022-04-15,2022-06-06 09:30:00,2022-06-06 09:30:00,6.82000017166,6.82000017166,True
002709.SZ|2022-04-11,2022-05-10 09:30:00,2022-05-10 09:30:00,73.4800033569,73.4800033569,True
002997.SZ|2022-04-12,2022-05-23 09:31:00,2022-05-23 09:31:00,14.75,14.75,True
300965.SZ|2022-04-12,2022-06-06 09:30:00,2022-06-06 09:30:00,47.9500007629,47.9500007629,True
