year,strategy,route,pnl_scaled,pnl_native,gap,mcb_mode,target,mechanic,incremental_pnl
2024,IFCGR,FIXED_BELOW_L_REPAIR,-415936.318359174,29140.7077729933,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,-445077.0261321673
2024,MCB,MCB,6938.789631613419,183022.7710015212,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,-176083.9813699078
2024,SMV6,NATIVE_CALLBACK,192200.3602971979,466833.41609049734,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,-274633.05579329946
2025,ATRDR,BULL,67914.8025838846,226731.0363124762,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,-158816.23372859161
2025,ATRDR,FAST_BEAR,166645.5692876613,91080.67797400586,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,75564.89131365543
2025,ATRDR,SLOW_BEAR,48258.99746938322,33842.49731452257,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,14416.500154860652
2025,IFCGR,FIXED_BELOW_L_REPAIR,369976.9983921279,6743.981085751685,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,363233.01730637625
2025,MCB,MCB,-44068.71879645931,80154.80266060504,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,-124223.52145706434
2025,SMV6,NATIVE_CALLBACK,417560.70648564486,384178.6856417313,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,33382.020843913546
2026,ATRDR,BULL,-213493.77443201092,233540.61734369086,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,-447034.3917757018
2026,ATRDR,FAST_BEAR,136855.2474146227,36925.31870133737,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,99929.92871328532
2026,ATRDR,SLOW_BEAR,-758518.010658424,-3910.964331690244,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,-754607.0463267338
2026,IFCGR,FIXED_BELOW_L_REPAIR,-158364.86915598885,12143.623981578592,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,-170508.49313756745
2026,MCB,MCB,53314.896032127595,129032.17440600572,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,-75717.27837387813
2026,SMV6,NATIVE_CALLBACK,620698.2790507289,622044.8254142485,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,-1346.546363519621
2018,ATRDR,BULL,-10684.29862683457,-23377.885945315305,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,12693.587318480735
2018,ATRDR,SLOW_BEAR,212530.05686701316,244538.4691879087,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,-32008.412320895528
2018,IFCGR,FIXED_BELOW_L_REPAIR,75813.06271837345,87460.77183940036,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,-11647.709121026914
2018,MCB,MCB,16467.280434290056,24828.704421078954,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,-8361.423986788897
2018,SMV6,NATIVE_CALLBACK,49745.7523090533,22037.74926284229,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,27708.003046211008
2019,ATRDR,BULL,689329.7511102977,245447.4769863433,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,443882.27412395447
2019,ATRDR,FAST_BEAR,374218.80203441216,4300.582713448941,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,369918.2193209632
2019,ATRDR,SLOW_BEAR,-72070.36482694175,3453.2835037746536,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,-75523.6483307164
2019,IFCGR,FIXED_BELOW_L_REPAIR,10177.841215331617,7730.8835738603675,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,2446.957641471249
2019,MCB,MCB,136415.814452782,192344.2503698864,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,-55928.43591710439
2019,SMV6,NATIVE_CALLBACK,123073.06659579172,27905.10637949992,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,95167.9602162918
2020,ATRDR,BULL,249705.55305341343,192843.82978913677,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,56861.72326427666
2020,ATRDR,FAST_BEAR,461074.4239253372,52368.00943257684,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,408706.4144927604
2020,ATRDR,SLOW_BEAR,198053.22122778874,6141.289210562754,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,191911.932017226
2020,IFCGR,FIXED_BELOW_L_REPAIR,377015.2210080812,4202.940944051683,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,372812.28006402956
2020,MCB,MCB,157598.10335914712,172919.74703721202,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,-15321.643678064895
2020,SMV6,NATIVE_CALLBACK,22792.363602113393,169138.00508529018,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,-146345.6414831768
2021,ATRDR,BULL,918574.9010601649,260092.7081599217,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,658482.1929002432
2021,ATRDR,FAST_BEAR,1341330.8857433754,25537.424389361826,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,1315793.4613540135
2021,ATRDR,SLOW_BEAR,733466.8787035446,93000.07341768197,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,640466.8052858626
2021,IFCGR,FIXED_BELOW_L_REPAIR,784647.35590866,5782.611785829484,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,778864.7441228305
2021,MCB,MCB,405937.7502421196,114352.3422715802,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,291585.4079705394
2021,SMV6,NATIVE_CALLBACK,132061.90042282097,41175.11735871985,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,90886.78306410112
2022,ATRDR,BULL,1313754.05311401,19322.045756249543,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,1294432.0073577606
2022,ATRDR,FAST_BEAR,360897.06438382156,67274.00460192362,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,293623.05978189793
2022,ATRDR,SLOW_BEAR,220396.33353628698,121998.84125622231,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,98397.49228006467
2022,IFCGR,FIXED_BELOW_L_REPAIR,-87173.4752621633,16907.873267857743,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,-104081.34853002103
2022,MCB,MCB,37702.73383834338,36334.361105439835,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,1368.3727329035464
2022,SMV6,NATIVE_CALLBACK,71375.48528684163,34415.49890170461,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,36959.986385137025
2023,ATRDR,BULL,414404.2622262342,130639.01730977779,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,283765.2449164564
2023,ATRDR,FAST_BEAR,-300313.00719031115,-6708.822500369344,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,-293604.1846899418
2023,ATRDR,SLOW_BEAR,1753640.8217115838,83027.10275216539,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,1670613.7189594184
2023,IFCGR,FIXED_BELOW_L_REPAIR,38297.04788642585,1088.3488236568687,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,37208.69906276898
2023,MCB,MCB,307930.737915989,97008.81661617101,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,210921.921299818
2023,SMV6,NATIVE_CALLBACK,286424.73784444423,70387.31365555695,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,216037.4241888873
2024,ATRDR,BULL,-299316.06987733766,277768.51074775646,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,-577084.5806250941
2024,ATRDR,FAST_BEAR,41498.111620513584,18306.450562208818,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,23191.661058304766
2024,ATRDR,SLOW_BEAR,331713.11393595283,121879.47217018464,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,209833.64176576817
2024,IFCGR,FIXED_BELOW_L_REPAIR,-1523199.0359139105,29140.7077729933,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,-1552339.7436869037
2024,MCB,MCB,33872.7732489897,183022.7710015212,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,-149149.9977525315
2024,SMV6,NATIVE_CALLBACK,675645.3917920607,466833.41609049734,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,208811.97570156335
2025,ATRDR,BULL,304278.47927608807,226731.0363124762,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,77547.44296361186
2025,ATRDR,FAST_BEAR,561969.994686446,91080.67797400586,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,470889.31671244017
2025,ATRDR,SLOW_BEAR,157127.24995306417,33842.49731452257,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,123284.7526385416
2025,IFCGR,FIXED_BELOW_L_REPAIR,1468064.6067458629,6743.981085751685,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,1461320.6256601112
2025,MCB,MCB,3066.469476125186,80154.80266060504,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,-77088.33318447985
2025,SMV6,NATIVE_CALLBACK,1336596.7767456,384178.6856417313,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,952418.0911038686
2026,ATRDR,BULL,-703545.4408602645,233540.61734369086,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,-937086.0582039553
2026,ATRDR,FAST_BEAR,506674.12093981396,36925.31870133737,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,469748.8022384766
2026,ATRDR,SLOW_BEAR,-2906425.592299009,-3910.964331690244,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,-2902514.627967319
2026,IFCGR,FIXED_BELOW_L_REPAIR,-628029.2829462463,12143.623981578592,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,-640172.906927825
2026,MCB,MCB,256875.13926262854,129032.17440600572,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,127842.96485662281
2026,SMV6,NATIVE_CALLBACK,2137579.9292005766,622044.8254142485,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,1515535.103786328
2018,ATRDR,BULL,-21443.884477797492,-23377.885945315305,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,1934.0014675178136
2018,ATRDR,SLOW_BEAR,307138.2526828083,244538.4691879087,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,62599.78349489963
2018,IFCGR,FIXED_BELOW_L_REPAIR,112212.45952963587,87460.77183940036,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,24751.687690235514
2018,MCB,MCB,21702.288741446282,24828.704421078954,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,-3126.4156796326715
2018,SMV6,NATIVE_CALLBACK,73102.0386144784,22037.74926284229,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,51064.28935163611
2019,ATRDR,BULL,925850.5140160806,245447.4769863433,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,680403.0370297374
2019,ATRDR,FAST_BEAR,594676.5488858151,4300.582713448941,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,590375.9661723662
2019,ATRDR,SLOW_BEAR,-125690.62700360137,3453.2835037746536,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,-129143.91050737603
2019,IFCGR,FIXED_BELOW_L_REPAIR,17538.380673764404,7730.8835738603675,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,9807.497099904038
2019,MCB,MCB,210476.9120582109,192344.2503698864,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,18132.6616883245
2019,SMV6,NATIVE_CALLBACK,111815.7859922123,27905.10637949992,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,83910.67961271238
2020,ATRDR,BULL,628230.8243549287,192843.82978913677,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,435386.9945657919
2020,ATRDR,FAST_BEAR,734998.4775289104,52368.00943257684,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,682630.4680963336
2020,ATRDR,SLOW_BEAR,306061.805916725,6141.289210562754,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,299920.51670616225
2020,IFCGR,FIXED_BELOW_L_REPAIR,657515.5786309977,4202.940944051683,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,653312.637686946
2020,MCB,MCB,398272.235250262,172919.74703721202,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,225352.48821305
2020,SMV6,NATIVE_CALLBACK,90449.93276267084,169138.00508529018,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,-78688.07232261934
2021,ATRDR,BULL,1948779.4879386614,260092.7081599217,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,1688686.7797787397
2021,ATRDR,FAST_BEAR,2863127.714635265,25537.424389361826,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,2837590.290245903
2021,ATRDR,SLOW_BEAR,1423562.585900942,93000.07341768197,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,1330562.5124832601
2021,IFCGR,FIXED_BELOW_L_REPAIR,1585103.3938788823,5782.611785829484,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,1579320.7820930528
2021,MCB,MCB,845106.8665476991,114352.3422715802,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,730754.5242761188
2021,SMV6,NATIVE_CALLBACK,261981.5624069784,41175.11735871985,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,220806.44504825855
2022,ATRDR,BULL,3126121.8034101753,19322.045756249543,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,3106799.7576539256
2022,ATRDR,FAST_BEAR,791548.0230119186,67274.00460192362,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,724274.018409995
2022,ATRDR,SLOW_BEAR,495933.87967848737,121998.84125622231,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,373935.0384222651
2022,IFCGR,FIXED_BELOW_L_REPAIR,-213143.6187714596,16907.873267857743,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,-230051.49203931732
2022,MCB,MCB,49497.253464958885,36334.361105439835,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,13162.89235951905
2022,SMV6,NATIVE_CALLBACK,121449.7811881227,34415.49890170461,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,87034.28228641808
2023,ATRDR,BULL,1077992.4512417687,130639.01730977779,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,947353.4339319909
2023,ATRDR,FAST_BEAR,-812068.7578820086,-6708.822500369344,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,-805359.9353816392
2023,ATRDR,SLOW_BEAR,4503160.286537046,83027.10275216539,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,4420133.183784881
2023,IFCGR,FIXED_BELOW_L_REPAIR,145722.85542285294,1088.3488236568687,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,144634.50659919606
2023,MCB,MCB,838156.8392989893,97008.81661617101,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,741148.0226828182
2023,SMV6,NATIVE_CALLBACK,614738.8982791018,70387.31365555695,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,544351.5846235448
2024,ATRDR,BULL,-424938.0620602743,277768.51074775646,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,-702706.5728080308
2024,ATRDR,FAST_BEAR,135897.1409128847,18306.450562208818,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,117590.69035067588
2024,ATRDR,SLOW_BEAR,983164.0582284505,121879.47217018464,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,861284.5860582659
2024,IFCGR,FIXED_BELOW_L_REPAIR,-4296338.538755623,29140.7077729933,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,-4325479.246528616
2024,MCB,MCB,-24570.006285465697,183022.7710015212,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,-207592.7772869869
2024,SMV6,NATIVE_CALLBACK,1882071.311921384,466833.41609049734,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,1415237.8958308867
2025,ATRDR,BULL,454677.192971042,226731.0363124762,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,227946.1566585658
2025,ATRDR,FAST_BEAR,1482574.4372555453,91080.67797400586,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,1391493.7592815394
2025,ATRDR,SLOW_BEAR,2569517.359023057,33842.49731452257,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,2535674.8617085344
2025,IFCGR,FIXED_BELOW_L_REPAIR,3878472.008963414,6743.981085751685,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,3871728.0278776623
2025,MCB,MCB,-149314.63660196922,80154.80266060504,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,-229469.43926257425
2025,SMV6,NATIVE_CALLBACK,2230003.192732695,384178.6856417313,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,1845824.5070909637
2026,ATRDR,BULL,-2085014.932174709,233540.61734369086,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,-2318555.5495184
2026,ATRDR,FAST_BEAR,1441454.03041582,36925.31870133737,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,1404528.7117144826
2026,ATRDR,SLOW_BEAR,-7814762.25614844,-3910.964331690244,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,-7810851.29181675
2026,IFCGR,FIXED_BELOW_L_REPAIR,-1768830.388075915,12143.623981578592,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,-1780974.0120574934
2026,MCB,MCB,769591.513721393,129032.17440600572,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,640559.3393153872
2026,SMV6,NATIVE_CALLBACK,4720762.637111205,622044.8254142485,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,4098717.811696956
2018,ATRDR,BULL,-23377.885945315305,-23377.885945315305,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2018,ATRDR,SLOW_BEAR,244538.4691879087,244538.4691879087,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2018,IFCGR,FIXED_BELOW_L_REPAIR,87460.77183940036,87460.77183940036,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2018,MCB,MCB,24828.704421078954,24828.704421078954,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2018,SMV6,NATIVE_CALLBACK,22037.74926284229,22037.74926284229,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2019,ATRDR,BULL,245447.4769863433,245447.4769863433,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2019,ATRDR,FAST_BEAR,4300.582713448941,4300.582713448941,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2019,ATRDR,SLOW_BEAR,3453.2835037746536,3453.2835037746536,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2019,IFCGR,FIXED_BELOW_L_REPAIR,7730.8835738603675,7730.8835738603675,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2019,MCB,MCB,192344.2503698864,192344.2503698864,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2019,SMV6,NATIVE_CALLBACK,27905.10637949992,27905.10637949992,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2020,ATRDR,BULL,192843.82978913677,192843.82978913677,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2020,ATRDR,FAST_BEAR,52368.00943257684,52368.00943257684,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2020,ATRDR,SLOW_BEAR,6141.289210562754,6141.289210562754,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2020,IFCGR,FIXED_BELOW_L_REPAIR,4202.940944051683,4202.940944051683,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2020,MCB,MCB,172919.74703721202,172919.74703721202,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2020,SMV6,NATIVE_CALLBACK,169138.00508529018,169138.00508529018,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2021,ATRDR,BULL,260092.7081599217,260092.7081599217,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2021,ATRDR,FAST_BEAR,25537.424389361826,25537.424389361826,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2021,ATRDR,SLOW_BEAR,93000.07341768197,93000.07341768197,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2021,IFCGR,FIXED_BELOW_L_REPAIR,5782.611785829484,5782.611785829484,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2021,MCB,MCB,114352.3422715802,114352.3422715802,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2021,SMV6,NATIVE_CALLBACK,41175.11735871985,41175.11735871985,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2022,ATRDR,BULL,19322.045756249543,19322.045756249543,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2022,ATRDR,FAST_BEAR,67274.00460192362,67274.00460192362,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2022,ATRDR,SLOW_BEAR,121998.84125622231,121998.84125622231,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2022,IFCGR,FIXED_BELOW_L_REPAIR,16907.873267857743,16907.873267857743,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2022,MCB,MCB,36334.361105439835,36334.361105439835,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2022,SMV6,NATIVE_CALLBACK,34415.49890170461,34415.49890170461,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2023,ATRDR,BULL,130639.01730977779,130639.01730977779,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2023,ATRDR,FAST_BEAR,-6708.822500369344,-6708.822500369344,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2023,ATRDR,SLOW_BEAR,83027.10275216539,83027.10275216539,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2023,IFCGR,FIXED_BELOW_L_REPAIR,1088.3488236568687,1088.3488236568687,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2023,MCB,MCB,97008.81661617101,97008.81661617101,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2023,SMV6,NATIVE_CALLBACK,70387.31365555695,70387.31365555695,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2024,ATRDR,BULL,277768.51074775646,277768.51074775646,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2024,ATRDR,FAST_BEAR,18306.450562208818,18306.450562208818,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2024,ATRDR,SLOW_BEAR,121879.47217018464,121879.47217018464,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2024,IFCGR,FIXED_BELOW_L_REPAIR,29140.7077729933,29140.7077729933,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2024,MCB,MCB,183022.7710015212,183022.7710015212,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2024,SMV6,NATIVE_CALLBACK,466833.41609049734,466833.41609049734,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2025,ATRDR,BULL,226731.0363124762,226731.0363124762,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2025,ATRDR,FAST_BEAR,91080.67797400586,91080.67797400586,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2025,ATRDR,SLOW_BEAR,33842.49731452257,33842.49731452257,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2025,IFCGR,FIXED_BELOW_L_REPAIR,6743.981085751685,6743.981085751685,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2025,MCB,MCB,80154.80266060504,80154.80266060504,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2025,SMV6,NATIVE_CALLBACK,384178.6856417313,384178.6856417313,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2026,ATRDR,BULL,233540.61734369086,233540.61734369086,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2026,ATRDR,FAST_BEAR,36925.31870133737,36925.31870133737,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2026,ATRDR,SLOW_BEAR,-3910.964331690244,-3910.964331690244,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2026,IFCGR,FIXED_BELOW_L_REPAIR,12143.623981578592,12143.623981578592,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2026,MCB,MCB,129032.17440600572,129032.17440600572,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2026,SMV6,NATIVE_CALLBACK,622044.8254142485,622044.8254142485,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2018,ATRDR,BULL,38804.839297954284,-23377.88594531531,OGR,confirmation_tag,G100,ENTRY_ONLY,62182.7252432696
2018,ATRDR,SLOW_BEAR,616403.9297479847,244538.46918790863,OGR,confirmation_tag,G100,ENTRY_ONLY,371865.4605600761
2018,MCB,MCB,86976.28781245825,33476.11853456644,OGR,confirmation_tag,G100,ENTRY_ONLY,53500.16927789181
2018,OGR,FIXED_BELOW_L_REPAIR,-102450.32836456854,90161.52633427393,OGR,confirmation_tag,G100,ENTRY_ONLY,-192611.85469884248
2018,SMV6,NATIVE_CALLBACK,2581.1019357215555,22037.74926284229,OGR,confirmation_tag,G100,ENTRY_ONLY,-19456.647327120736
2019,ATRDR,BULL,735215.5734551289,245447.47698634228,OGR,confirmation_tag,G100,ENTRY_ONLY,489768.09646878665
2019,ATRDR,FAST_BEAR,0.0,4300.582713448919,OGR,confirmation_tag,G100,ENTRY_ONLY,-4300.582713448919
2019,ATRDR,SLOW_BEAR,-2560172.6752610942,3453.2835037745785,OGR,confirmation_tag,G100,ENTRY_ONLY,-2563625.958764869
2019,MCB,MCB,-1465.4345261659062,80814.8695064485,OGR,confirmation_tag,G100,ENTRY_ONLY,-82280.3040326144
2019,OGR,FIXED_BELOW_L_REPAIR,2129722.924463376,8443.519771569594,OGR,confirmation_tag,G100,ENTRY_ONLY,2121279.4046918065
2019,SMV6,NATIVE_CALLBACK,49654.11631143215,27905.10637949992,OGR,confirmation_tag,G100,ENTRY_ONLY,21749.009931932233
2020,ATRDR,BULL,252579.82355415903,192843.82978913593,OGR,confirmation_tag,G100,ENTRY_ONLY,59735.9937650231
2020,ATRDR,FAST_BEAR,126348.95325612041,52368.00943257644,OGR,confirmation_tag,G100,ENTRY_ONLY,73980.94382354397
2020,ATRDR,SLOW_BEAR,1722299.9810862557,6141.28921056274,OGR,confirmation_tag,G100,ENTRY_ONLY,1716158.691875693
2020,MCB,MCB,22593.605137231043,3073.629161994255,OGR,confirmation_tag,G100,ENTRY_ONLY,19519.97597523679
2020,OGR,FIXED_BELOW_L_REPAIR,1042648.1153939376,4223.604036942375,OGR,confirmation_tag,G100,ENTRY_ONLY,1038424.5113569952
2020,SMV6,NATIVE_CALLBACK,314802.1016793654,169138.00508529018,OGR,confirmation_tag,G100,ENTRY_ONLY,145664.0965940752
2021,ATRDR,BULL,817441.0581753724,260092.7081599193,OGR,confirmation_tag,G100,ENTRY_ONLY,557348.3500154531
2021,ATRDR,FAST_BEAR,2692901.2500868277,25537.42438936163,OGR,confirmation_tag,G100,ENTRY_ONLY,2667363.8256974663
