trade_id,baseline_block,symbol,entry_signal_date,entry_year,support_lineage_id,neighbor_support_lineage_id
HOLDOUT_O0_2022_2023:300229.SZ-002,HOLDOUT_O0_2022_2023,300229.SZ,2023-01-30,2023,L_SUPPORT_HELD,L_SUPPORT_HELD
HOLDOUT_O0_2022_2023:300251.SZ-001,HOLDOUT_O0_2022_2023,300251.SZ,2022-08-17,2022,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN
HOLDOUT_O0_2022_2023:300268.SZ-001,HOLDOUT_O0_2022_2023,300268.SZ,2022-07-11,2022,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN
HOLDOUT_O0_2022_2023:300271.SZ-001,HOLDOUT_O0_2022_2023,300271.SZ,2023-01-20,2023,L_SUPPORT_HELD,L_SUPPORT_HELD
HOLDOUT_O0_2022_2023:300275.SZ-001,HOLDOUT_O0_2022_2023,300275.SZ,2023-06-19,2023,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN
HOLDOUT_O0_2022_2023:300285.SZ-001,HOLDOUT_O0_2022_2023,300285.SZ,2023-01-16,2023,L_SUPPORT_HELD,L_SUPPORT_BROKEN
HOLDOUT_O0_2022_2023:300303.SZ-001,HOLDOUT_O0_2022_2023,300303.SZ,2023-06-14,2023,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN
HOLDOUT_O0_2022_2023:300308.SZ-001,HOLDOUT_O0_2022_2023,300308.SZ,2022-08-11,2022,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN
HOLDOUT_O0_2022_2023:300311.SZ-001,HOLDOUT_O0_2022_2023,300311.SZ,2023-03-28,2023,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN
HOLDOUT_O0_2022_2023:300315.SZ-001,HOLDOUT_O0_2022_2023,300315.SZ,2022-11-18,2022,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN
HOLDOUT_O0_2022_2023:300316.SZ-001,HOLDOUT_O0_2022_2023,300316.SZ,2023-05-19,2023,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN
HOLDOUT_O0_2022_2023:300319.SZ-001,HOLDOUT_O0_2022_2023,300319.SZ,2022-08-01,2022,L_SUPPORT_BROKEN,L_SUPPORT_HELD
HOLDOUT_O0_2022_2023:300327.SZ-001,HOLDOUT_O0_2022_2023,300327.SZ,2022-05-25,2022,L_SUPPORT_HELD,L_SUPPORT_HELD
HOLDOUT_O0_2022_2023:300352.SZ-001,HOLDOUT_O0_2022_2023,300352.SZ,2023-11-22,2023,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN
HOLDOUT_O0_2022_2023:300355.SZ-001,HOLDOUT_O0_2022_2023,300355.SZ,2023-11-07,2023,L_SUPPORT_BROKEN,L_SUPPORT_HELD
HOLDOUT_O0_2022_2023:300357.SZ-001,HOLDOUT_O0_2022_2023,300357.SZ,2023-01-13,2023,L_SUPPORT_HELD,L_SUPPORT_HELD
HOLDOUT_O0_2022_2023:300360.SZ-001,HOLDOUT_O0_2022_2023,300360.SZ,2022-08-15,2022,L_SUPPORT_HELD,L_SUPPORT_HELD
HOLDOUT_O0_2022_2023:300376.SZ-001,HOLDOUT_O0_2022_2023,300376.SZ,2022-08-17,2022,L_SUPPORT_HELD,L_SUPPORT_HELD
HOLDOUT_O0_2022_2023:300395.SZ-001,HOLDOUT_O0_2022_2023,300395.SZ,2023-06-30,2023,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN
HOLDOUT_O0_2022_2023:300398.SZ-001,HOLDOUT_O0_2022_2023,300398.SZ,2023-03-27,2023,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN
HOLDOUT_O0_2022_2023:300408.SZ-001,HOLDOUT_O0_2022_2023,300408.SZ,2023-01-09,2023,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN
HOLDOUT_O0_2022_2023:300411.SZ-001,HOLDOUT_O0_2022_2023,300411.SZ,2022-07-14,2022,L_SUPPORT_HELD,L_SUPPORT_HELD
HOLDOUT_O0_2022_2023:300423.SZ-001,HOLDOUT_O0_2022_2023,300423.SZ,2023-07-14,2023,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN
HOLDOUT_O0_2022_2023:300424.SZ-001,HOLDOUT_O0_2022_2023,300424.SZ,2023-05-31,2023,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN
HOLDOUT_O0_2022_2023:300427.SZ-001,HOLDOUT_O0_2022_2023,300427.SZ,2022-07-20,2022,L_SUPPORT_HELD,L_SUPPORT_HELD
HOLDOUT_O0_2022_2023:300433.SZ-001,HOLDOUT_O0_2022_2023,300433.SZ,2022-07-08,2022,L_SUPPORT_BROKEN,L_SUPPORT_HELD
HOLDOUT_O0_2022_2023:300456.SZ-001,HOLDOUT_O0_2022_2023,300456.SZ,2023-06-30,2023,L_SUPPORT_BROKEN,L_SUPPORT_HELD
HOLDOUT_O0_2022_2023:300473.SZ-001,HOLDOUT_O0_2022_2023,300473.SZ,2023-11-07,2023,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN
HOLDOUT_O0_2022_2023:300507.SZ-001,HOLDOUT_O0_2022_2023,300507.SZ,2023-11-07,2023,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN
HOLDOUT_O0_2022_2023:300510.SZ-001,HOLDOUT_O0_2022_2023,300510.SZ,2023-10-11,2023,L_SUPPORT_BROKEN,L_SUPPORT_HELD
HOLDOUT_O0_2022_2023:300513.SZ-001,HOLDOUT_O0_2022_2023,300513.SZ,2023-02-15,2023,L_SUPPORT_HELD,L_SUPPORT_HELD
HOLDOUT_O0_2022_2023:300532.SZ-001,HOLDOUT_O0_2022_2023,300532.SZ,2022-08-15,2022,L_SUPPORT_HELD,L_SUPPORT_HELD
HOLDOUT_O0_2022_2023:300537.SZ-001,HOLDOUT_O0_2022_2023,300537.SZ,2023-01-12,2023,L_SUPPORT_BROKEN,L_SUPPORT_HELD
HOLDOUT_O0_2022_2023:300598.SZ-001,HOLDOUT_O0_2022_2023,300598.SZ,2022-07-19,2022,L_SUPPORT_HELD,L_SUPPORT_HELD
HOLDOUT_O0_2022_2023:300598.SZ-002,HOLDOUT_O0_2022_2023,300598.SZ,2023-08-07,2023,L_SUPPORT_HELD,L_SUPPORT_HELD
HOLDOUT_O0_2022_2023:300601.SZ-001,HOLDOUT_O0_2022_2023,300601.SZ,2023-10-30,2023,L_SUPPORT_HELD,L_SUPPORT_HELD
HOLDOUT_O0_2022_2023:300611.SZ-001,HOLDOUT_O0_2022_2023,300611.SZ,2023-11-23,2023,L_SUPPORT_HELD,L_SUPPORT_HELD
HOLDOUT_O0_2022_2023:300629.SZ-001,HOLDOUT_O0_2022_2023,300629.SZ,2023-07-05,2023,L_SUPPORT_HELD,L_SUPPORT_HELD
HOLDOUT_O0_2022_2023:300661.SZ-001,HOLDOUT_O0_2022_2023,300661.SZ,2023-10-30,2023,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN
HOLDOUT_O0_2022_2023:300663.SZ-001,HOLDOUT_O0_2022_2023,300663.SZ,2022-07-19,2022,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN
HOLDOUT_O0_2022_2023:300663.SZ-002,HOLDOUT_O0_2022_2023,300663.SZ,2022-08-12,2022,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN
HOLDOUT_O0_2022_2023:300676.SZ-001,HOLDOUT_O0_2022_2023,300676.SZ,2022-11-18,2022,L_SUPPORT_BROKEN,L_SUPPORT_HELD
HOLDOUT_O0_2022_2023:300722.SZ-001,HOLDOUT_O0_2022_2023,300722.SZ,2022-07-20,2022,L_SUPPORT_HELD,L_SUPPORT_HELD
HOLDOUT_O0_2022_2023:300730.SZ-001,HOLDOUT_O0_2022_2023,300730.SZ,2023-03-23,2023,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN
HOLDOUT_O0_2022_2023:300740.SZ-001,HOLDOUT_O0_2022_2023,300740.SZ,2022-07-18,2022,L_SUPPORT_HELD,L_SUPPORT_BROKEN
HOLDOUT_O0_2022_2023:300750.SZ-001,HOLDOUT_O0_2022_2023,300750.SZ,2023-08-04,2023,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN
HOLDOUT_O0_2022_2023:300774.SZ-001,HOLDOUT_O0_2022_2023,300774.SZ,2022-06-06,2022,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN
HOLDOUT_O0_2022_2023:300782.SZ-001,HOLDOUT_O0_2022_2023,300782.SZ,2023-01-16,2023,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN
HOLDOUT_O0_2022_2023:300782.SZ-002,HOLDOUT_O0_2022_2023,300782.SZ,2023-10-13,2023,L_SUPPORT_BROKEN,L_SUPPORT_HELD
HOLDOUT_O0_2022_2023:300792.SZ-001,HOLDOUT_O0_2022_2023,300792.SZ,2023-02-07,2023,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN
HOLDOUT_O0_2022_2023:300793.SZ-001,HOLDOUT_O0_2022_2023,300793.SZ,2022-08-17,2022,L_SUPPORT_HELD,L_SUPPORT_HELD
HOLDOUT_O0_2022_2023:300809.SZ-001,HOLDOUT_O0_2022_2023,300809.SZ,2023-03-24,2023,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN
HOLDOUT_O0_2022_2023:300811.SZ-001,HOLDOUT_O0_2022_2023,300811.SZ,2023-06-19,2023,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN
HOLDOUT_O0_2022_2023:300832.SZ-001,HOLDOUT_O0_2022_2023,300832.SZ,2022-06-29,2022,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN
HOLDOUT_O0_2022_2023:300855.SZ-001,HOLDOUT_O0_2022_2023,300855.SZ,2022-10-24,2022,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN
HOLDOUT_O0_2022_2023:300857.SZ-001,HOLDOUT_O0_2022_2023,300857.SZ,2023-03-30,2023,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN
HOLDOUT_O0_2022_2023:300888.SZ-001,HOLDOUT_O0_2022_2023,300888.SZ,2022-12-02,2022,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN
HOLDOUT_O0_2022_2023:300925.SZ-001,HOLDOUT_O0_2022_2023,300925.SZ,2023-03-22,2023,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN
HOLDOUT_O0_2022_2023:300939.SZ-001,HOLDOUT_O0_2022_2023,300939.SZ,2023-04-19,2023,L_SUPPORT_HELD,L_SUPPORT_HELD
HOLDOUT_O0_2022_2023:300994.SZ-001,HOLDOUT_O0_2022_2023,300994.SZ,2022-07-06,2022,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN
HOLDOUT_O0_2022_2023:301039.SZ-001,HOLDOUT_O0_2022_2023,301039.SZ,2023-07-03,2023,L_SUPPORT_HELD,L_SUPPORT_HELD
HOLDOUT_O0_2022_2023:301091.SZ-001,HOLDOUT_O0_2022_2023,301091.SZ,2023-07-31,2023,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN
HOLDOUT_O0_2022_2023:301160.SZ-001,HOLDOUT_O0_2022_2023,301160.SZ,2023-11-08,2023,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN
HOLDOUT_O0_2022_2023:301321.SZ-001,HOLDOUT_O0_2022_2023,301321.SZ,2023-11-03,2023,L_SUPPORT_BROKEN,L_SUPPORT_HELD
HOLDOUT_O0_2022_2023:301327.SZ-001,HOLDOUT_O0_2022_2023,301327.SZ,2023-07-31,2023,L_SUPPORT_BROKEN,L_SUPPORT_HELD
