scenario,stage,status,count
INDUSTRY_N4_PLUS_MAX_DEPLOYABLE,EXIT_ATTEMPT,SUSPENDED_OR_NO_TRADE,4
INDUSTRY_N4_PLUS_CAP10,ENTRY,CASH_OR_CAPACITY,7
INDUSTRY_N4_PLUS_CAP10,ENTRY,END_BOUNDARY_NO_ENTRY_SESSION,4
INDUSTRY_N4_PLUS_CAP10,ENTRY,FILLED,713
INDUSTRY_N4_PLUS_CAP10,ENTRY,HELD,541
INDUSTRY_N4_PLUS_CAP10,ENTRY,LIMIT_OR_STATUS_BLOCK,8
INDUSTRY_N4_PLUS_CAP10,ENTRY,OVER_LIMIT,584
INDUSTRY_N4_PLUS_CAP10,ENTRY,SLOTS_OR_RANK,2556
INDUSTRY_N4_PLUS_CAP10,ENTRY,SUSPENDED_OR_NO_TRADE,1
INDUSTRY_N4_PLUS_CAP10,EXIT_ATTEMPT,LIMIT_OR_STATUS_BLOCK,4
INDUSTRY_N4_PLUS_CAP10,EXIT_ATTEMPT,SUSPENDED_OR_NO_TRADE,4
