trade_id,sample,year,symbol,entry_signal_date,entry_execution_date,exit_signal_date,exit_execution_date,industry_code,industry_name,classification_effective_date,classification_source,pit_status,realized_return,realized_pnl,MFE,holding_trading_days,pnl_rank
300661.SZ-084,OOS,2023,300661.SZ,2023-10-30,2023-10-31,2023-11-23,2023-11-24,半导体,半导体,2023-09-30,eastmoney_yjbb_notice_lag1,PIT_VERIFIED_CY006_BOUNDED,-0.06366193259449843,-5281.640999999989,0.06732544250190031,19,70
301321.SZ-094,OOS,2023,301321.SZ,2023-11-03,2023-11-06,2023-11-27,2023-11-28,光学光电子,光学光电子,2023-09-30,eastmoney_yjbb_notice_lag1,PIT_VERIFIED_CY006_BOUNDED,0.009481682178534834,816.8760000000175,0.2434382515946878,17,20
300096.SZ-085,OOS,2023,300096.SZ,2023-11-06,2023-11-07,2023-11-27,2023-11-28,IT服务Ⅱ,IT服务Ⅱ,2023-09-30,eastmoney_yjbb_notice_lag1,PIT_VERIFIED_CY006_BOUNDED,0.06687638653096838,5628.054000000005,0.1784660766961652,16,9
300131.SZ-086,OOS,2023,300131.SZ,2023-11-07,2023-11-08,2023-11-27,2023-11-28,其他电子Ⅱ,其他电子Ⅱ,2023-09-30,eastmoney_yjbb_notice_lag1,PIT_VERIFIED_CY006_BOUNDED,0.2705236384856572,23100.096000000005,0.4656585194302796,15,4
300355.SZ-083,OOS,2023,300355.SZ,2023-11-07,2023-11-08,2023-11-22,2023-11-23,基础建设,基础建设,2023-09-30,eastmoney_yjbb_notice_lag1,PIT_VERIFIED_CY006_BOUNDED,-0.06725131937294815,-5877.921000000017,0.005978354234667638,12,71
300473.SZ-089,OOS,2023,300473.SZ,2023-11-07,2023-11-08,2023-11-27,2023-11-28,汽车零部件,汽车零部件,2023-09-30,eastmoney_yjbb_notice_lag1,PIT_VERIFIED_CY006_BOUNDED,0.021377972752155566,1839.1030000000192,0.14937981429336067,15,17
300507.SZ-090,OOS,2023,300507.SZ,2023-11-07,2023-11-08,2023-11-27,2023-11-28,汽车零部件,汽车零部件,2023-09-30,eastmoney_yjbb_notice_lag1,PIT_VERIFIED_CY006_BOUNDED,-0.005504406101025334,-498.7020000000068,0.13163186388244386,15,26
300157.SZ-087,OOS,2023,300157.SZ,2023-11-08,2023-11-09,2023-11-27,2023-11-28,通用设备,通用设备,2023-09-30,eastmoney_yjbb_notice_lag1,PIT_VERIFIED_CY006_BOUNDED,-0.035265509918546434,-3031.9130000000005,0.005961251862891093,14,49
301160.SZ-093,OOS,2023,301160.SZ,2023-11-08,2023-11-09,2023-11-27,2023-11-28,特钢Ⅱ,特钢Ⅱ,2023-09-30,eastmoney_yjbb_notice_lag1,PIT_VERIFIED_CY006_BOUNDED,0.029680820372944366,2489.7399999999907,0.1088305489260144,14,13
300352.SZ-088,OOS,2023,300352.SZ,2023-11-22,2023-11-23,2023-11-27,2023-11-28,软件开发,软件开发,2023-09-30,eastmoney_yjbb_notice_lag1,PIT_VERIFIED_CY006_BOUNDED,-0.04510896450449094,-3758.8959999999934,0.001849938735795087,4,54
300611.SZ-092,OOS,2023,300611.SZ,2023-11-23,2023-11-24,2023-11-27,2023-11-28,汽车零部件,汽车零部件,2023-09-30,eastmoney_yjbb_notice_lag1,PIT_VERIFIED_CY006_BOUNDED,0.0012848993112150881,106.35199999999895,0.04358552631578938,3,23
