model,split,side,touch_bucket,metric,horizon,N,independent_event_count,effect,ci_low,ci_high
UNIFORM,holdout,RESISTANCE,SECOND,mfe_10,10,1217,1217,0.0700153473123,0.0653316816416,0.0749443197308
UNIFORM,holdout,RESISTANCE,THIRD_PLUS,reaction_probability,3,1531,835,0.424351297405,0.399648203593,0.45347754491
UNIFORM,holdout,RESISTANCE,THIRD_PLUS,close_favorable_probability,0,1711,896,0.496590667517,0.470875451743,0.527334848002
UNIFORM,holdout,RESISTANCE,THIRD_PLUS,cross_probability_10,10,1079,650,0.289358974359,0.256016025641,0.32091025641
UNIFORM,holdout,RESISTANCE,THIRD_PLUS,time_to_cross_10,10,1180,691,8.52349252291,8.29604498312,8.78036480945
UNIFORM,holdout,RESISTANCE,THIRD_PLUS,future_return_5,5,1396,790,0.00325081998829,-0.00148224448958,0.00779792449989
UNIFORM,holdout,RESISTANCE,THIRD_PLUS,mae_10,10,1079,650,-0.0611659504869,-0.0648770687483,-0.0577294870248
UNIFORM,holdout,RESISTANCE,THIRD_PLUS,mfe_10,10,1079,650,0.0815361794512,0.0753342646981,0.0887633717337
UNIFORM,holdout,SUPPORT,FIRST,reaction_probability,3,1084,1084,0.40221402214,0.370825645756,0.428966789668
UNIFORM,holdout,SUPPORT,FIRST,close_favorable_probability,0,1106,1106,0.537974683544,0.506306509946,0.566907775769
UNIFORM,holdout,SUPPORT,FIRST,cross_probability_10,10,1031,1031,0.303588748788,0.277400581959,0.331716779825
UNIFORM,holdout,SUPPORT,FIRST,time_to_cross_10,10,1041,1041,9.0585975024,8.86829971182,9.26246397695
UNIFORM,holdout,SUPPORT,FIRST,future_return_5,5,1078,1078,-0.0060282967778,-0.0100773885761,-0.00144587359736
UNIFORM,holdout,SUPPORT,FIRST,mae_10,10,1031,1031,-0.0678637790939,-0.071064902092,-0.064464234063
UNIFORM,holdout,SUPPORT,FIRST,mfe_10,10,1031,1031,0.0720211941277,0.0672205521176,0.0773805159441
UNIFORM,holdout,SUPPORT,SECOND,reaction_probability,3,697,697,0.365853658537,0.331384505022,0.406025824964
UNIFORM,holdout,SUPPORT,SECOND,close_favorable_probability,0,726,726,0.501377410468,0.468250688705,0.537224517906
UNIFORM,holdout,SUPPORT,SECOND,cross_probability_10,10,611,611,0.325695581015,0.284779050736,0.363338788871
UNIFORM,holdout,SUPPORT,SECOND,time_to_cross_10,10,620,620,8.83387096774,8.57741935484,9.10657258065
UNIFORM,holdout,SUPPORT,SECOND,future_return_5,5,682,682,-0.00236902791533,-0.007552749653,0.00231259635485
UNIFORM,holdout,SUPPORT,SECOND,mae_10,10,611,611,-0.0668770890613,-0.0717810515063,-0.0625898676578
UNIFORM,holdout,SUPPORT,SECOND,mfe_10,10,611,611,0.073835087824,0.0678320121185,0.0802713256668
UNIFORM,holdout,SUPPORT,THIRD_PLUS,reaction_probability,3,728,413,0.401937046005,0.362827885391,0.44738700565
UNIFORM,holdout,SUPPORT,THIRD_PLUS,close_favorable_probability,0,844,453,0.503053715968,0.465146247241,0.538750919794
UNIFORM,holdout,SUPPORT,THIRD_PLUS,cross_probability_10,10,524,329,0.341843971631,0.288995694022,0.387439209726
UNIFORM,holdout,SUPPORT,THIRD_PLUS,time_to_cross_10,10,554,341,8.59291300098,8.21971652004,8.90772482893
UNIFORM,holdout,SUPPORT,THIRD_PLUS,future_return_5,5,673,385,0.000989968489845,-0.00544773056321,0.0073193148892
UNIFORM,holdout,SUPPORT,THIRD_PLUS,mae_10,10,524,329,-0.0674186417088,-0.0740526277698,-0.0619147803253
UNIFORM,holdout,SUPPORT,THIRD_PLUS,mfe_10,10,524,329,0.0796749852252,0.0710102929012,0.0886249351323
UNIFORM,validation,RESISTANCE,FIRST,reaction_probability,3,2466,2466,0.369424168694,0.351175993512,0.389304541768
UNIFORM,validation,RESISTANCE,FIRST,close_favorable_probability,0,2483,2483,0.450664518727,0.432138542086,0.470006041079
UNIFORM,validation,RESISTANCE,FIRST,cross_probability_10,10,2411,2411,0.429282455413,0.41307548735,0.449605972625
UNIFORM,validation,RESISTANCE,FIRST,time_to_cross_10,10,2420,2420,7.84173553719,7.69332644628,7.99467975207
UNIFORM,validation,RESISTANCE,FIRST,future_return_5,5,2447,2447,0.0176384601291,0.014162015824,0.0213346057754
UNIFORM,validation,RESISTANCE,FIRST,mae_10,10,2411,2411,-0.0567868448297,-0.0588424455085,-0.0549616590893
UNIFORM,validation,RESISTANCE,FIRST,mfe_10,10,2411,2411,0.105848767731,0.101499463834,0.11136509692
UNIFORM,validation,RESISTANCE,SECOND,reaction_probability,3,1591,1591,0.415461973602,0.389047768699,0.438717787555
UNIFORM,validation,RESISTANCE,SECOND,close_favorable_probability,0,1624,1624,0.483990147783,0.458128078818,0.506788793103
UNIFORM,validation,RESISTANCE,SECOND,cross_probability_10,10,1408,1408,0.357244318182,0.338050426136,0.380717329545
UNIFORM,validation,RESISTANCE,SECOND,time_to_cross_10,10,1439,1439,8.42460041696,8.2223419041,8.61502779708
UNIFORM,validation,RESISTANCE,SECOND,future_return_5,5,1569,1569,0.00675403511443,0.00339804702634,0.0104830173307
UNIFORM,validation,RESISTANCE,SECOND,mae_10,10,1408,1408,-0.0546198381209,-0.0566611091999,-0.0524723317909
UNIFORM,validation,RESISTANCE,SECOND,mfe_10,10,1408,1408,0.0907605749137,0.0862188573543,0.095694486177
UNIFORM,validation,RESISTANCE,THIRD_PLUS,reaction_probability,3,1819,967,0.336302752745,0.311217252671,0.361178596051
UNIFORM,validation,RESISTANCE,THIRD_PLUS,close_favorable_probability,0,2043,1027,0.501919599388,0.478105902536,0.526410778041
UNIFORM,validation,RESISTANCE,THIRD_PLUS,cross_probability_10,10,1374,808,0.43102310231,0.398339005776,0.465563634488
UNIFORM,validation,RESISTANCE,THIRD_PLUS,time_to_cross_10,10,1450,832,7.78768028846,7.55239082532,8.08880258413
UNIFORM,validation,RESISTANCE,THIRD_PLUS,future_return_5,5,1743,941,0.0168013562353,0.0124878305513,0.0214792022206
UNIFORM,validation,RESISTANCE,THIRD_PLUS,mae_10,10,1374,808,-0.0478405245163,-0.0507278925363,-0.044821038945
UNIFORM,validation,RESISTANCE,THIRD_PLUS,mfe_10,10,1374,808,0.108740637879,0.10150523121,0.116745682285
UNIFORM,validation,SUPPORT,FIRST,reaction_probability,3,1394,1394,0.437589670014,0.41031205165,0.461262553802
UNIFORM,validation,SUPPORT,FIRST,close_favorable_probability,0,1493,1493,0.560616208975,0.535164099129,0.585415271266
UNIFORM,validation,SUPPORT,FIRST,cross_probability_10,10,1320,1320,0.197727272727,0.177272727273,0.220473484848
UNIFORM,validation,SUPPORT,FIRST,time_to_cross_10,10,1333,1333,9.70517629407,9.55573893473,9.88072018005
UNIFORM,validation,SUPPORT,FIRST,future_return_5,5,1373,1373,0.00233524368384,-0.000682679169629,0.00580546973011
UNIFORM,validation,SUPPORT,FIRST,mae_10,10,1320,1320,-0.0577445938348,-0.0604052213327,-0.0552585981929
UNIFORM,validation,SUPPORT,FIRST,mfe_10,10,1320,1320,0.0703650736029,0.0658997367668,0.0746994359835
UNIFORM,validation,SUPPORT,SECOND,reaction_probability,3,947,947,0.351636747624,0.318875395987,0.383315733897
UNIFORM,validation,SUPPORT,SECOND,close_favorable_probability,0,990,990,0.526262626263,0.49696969697,0.555555555556
UNIFORM,validation,SUPPORT,SECOND,cross_probability_10,10,808,808,0.248762376238,0.216584158416,0.280940594059
UNIFORM,validation,SUPPORT,SECOND,time_to_cross_10,10,832,832,9.38942307692,9.18019831731,9.59026442308
UNIFORM,validation,SUPPORT,SECOND,future_return_5,5,903,903,-0.00452984093749,-0.00800279251744,-0.000688247465535
UNIFORM,validation,SUPPORT,SECOND,mae_10,10,808,808,-0.0605673835424,-0.0638853021383,-0.0574432665348
UNIFORM,validation,SUPPORT,SECOND,mfe_10,10,808,808,0.0617774160305,0.0569359435563,0.0673559176116
UNIFORM,validation,SUPPORT,THIRD_PLUS,reaction_probability,3,1012,559,0.268425760286,0.240563506261,0.30202966607
UNIFORM,validation,SUPPORT,THIRD_PLUS,close_favorable_probability,0,1108,598,0.461231884058,0.431705685619,0.490526755853
UNIFORM,validation,SUPPORT,THIRD_PLUS,cross_probability_10,10,714,431,0.316976024749,0.274011987626,0.357545436968
UNIFORM,validation,SUPPORT,THIRD_PLUS,time_to_cross_10,10,782,458,8.67805676856,8.39511644833,8.96188045852
UNIFORM,validation,SUPPORT,THIRD_PLUS,future_return_5,5,899,507,-0.00912645685112,-0.0139017955638,-0.00307623064677
UNIFORM,validation,SUPPORT,THIRD_PLUS,mae_10,10,714,431,-0.0669605300715,-0.071996356676,-0.062421346621
UNIFORM,validation,SUPPORT,THIRD_PLUS,mfe_10,10,714,431,0.0617129575274,0.0529804979146,0.0746668037186
